datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2025-09-05 00:00:00+02:00,,,,,,20.0,93.0,1005.3,1005.3
2025-09-05 00:05:00+02:00,,,,,,19.9,93.0,1005.2,1005.2
2025-09-05 00:10:00+02:00,,,,,,19.8,93.0,1005.3,1005.3
2025-09-05 00:15:00+02:00,,,,,,19.7,93.0,1005.3,1005.3
2025-09-05 00:20:00+02:00,,,,,,19.6,93.0,1005.3,1005.3
2025-09-05 00:25:00+02:00,,,,,,19.6,93.0,1005.3,1005.3
2025-09-05 00:30:00+02:00,,,,,,19.5,93.0,1005.4,1005.4
2025-09-05 00:35:00+02:00,,,,,,19.5,93.0,1005.4,1005.4
2025-09-05 00:40:00+02:00,,,,,,19.4,93.0,1005.4,1005.4
2025-09-05 00:45:00+02:00,,,,,,19.3,93.0,1005.5,1005.5
2025-09-05 00:50:00+02:00,,,,,,19.3,93.0,1005.5,1005.5
2025-09-05 00:55:00+02:00,,,,,,19.3,93.0,1005.6,1005.6
2025-09-05 01:00:00+02:00,,,,,,19.2,93.0,1005.6,1005.6
2025-09-05 01:05:00+02:00,,,,,,19.1,93.0,1005.5,1005.5
2025-09-05 01:10:00+02:00,,,,,,19.1,93.0,1005.5,1005.5
2025-09-05 01:15:00+02:00,,,,,,19.0,93.0,1005.5,1005.5
2025-09-05 01:20:00+02:00,,,,,,19.0,93.0,1005.6,1005.6
2025-09-05 01:25:00+02:00,,,,,,19.0,93.0,1005.6,1005.6
2025-09-05 01:30:00+02:00,,,,,,18.9,93.0,1005.5,1005.5
2025-09-05 01:35:00+02:00,,,,,,18.9,93.0,1005.5,1005.5
2025-09-05 01:40:00+02:00,,,,,,18.9,93.0,1005.5,1005.5
2025-09-05 01:45:00+02:00,,,,,,18.8,93.0,1005.6,1005.6
2025-09-05 01:50:00+02:00,,,,,,18.8,93.0,1005.6,1005.6
2025-09-05 01:55:00+02:00,,,,,,18.7,93.0,1005.6,1005.6
2025-09-05 02:00:00+02:00,,,,,,18.7,93.0,1005.7,1005.7
2025-09-05 02:05:00+02:00,,,,,,18.7,93.0,1005.7,1005.7
2025-09-05 02:10:00+02:00,,,,,,18.7,93.0,1005.8,1005.8
2025-09-05 02:15:00+02:00,,,,,,18.6,93.0,1005.8,1005.8
2025-09-05 02:20:00+02:00,,,,,,18.6,93.0,1005.8,1005.8
2025-09-05 02:25:00+02:00,,,,,,18.6,93.0,1005.7,1005.7
2025-09-05 02:30:00+02:00,,,,,,18.5,93.0,1005.6,1005.6
2025-09-05 02:35:00+02:00,,,,,,18.5,93.0,1005.6,1005.6
2025-09-05 02:40:00+02:00,,,,,,18.5,93.0,1005.6,1005.6
2025-09-05 02:45:00+02:00,,,,,,18.4,93.0,1005.5,1005.5
2025-09-05 02:50:00+02:00,,,,,,18.4,93.0,1005.6,1005.6
2025-09-05 02:55:00+02:00,,,,,,18.4,93.0,1005.8,1005.8
2025-09-05 03:00:00+02:00,,,,,,18.3,93.0,1005.8,1005.8
2025-09-05 03:05:00+02:00,,,,,,18.3,93.0,1006.0,1006.0
2025-09-05 03:10:00+02:00,,,,,,18.3,93.0,1005.9,1005.9
2025-09-05 03:15:00+02:00,,,,,,18.2,93.0,1006.0,1006.0
2025-09-05 03:20:00+02:00,,,,,,18.2,93.0,1006.0,1006.0
2025-09-05 03:25:00+02:00,,,,,,18.2,93.0,1006.0,1006.0
2025-09-05 03:30:00+02:00,,,,,,18.1,93.0,1005.9,1005.9
2025-09-05 03:35:00+02:00,,,,,,18.1,93.0,1005.9,1005.9
2025-09-05 03:40:00+02:00,,,,,,18.1,93.0,1006.1,1006.1
2025-09-05 03:45:00+02:00,,,,,,18.0,93.0,1006.0,1006.0
2025-09-05 03:50:00+02:00,,,,,,18.0,93.0,1006.1,1006.1
2025-09-05 03:55:00+02:00,,,,,,18.0,93.0,1006.2,1006.2
2025-09-05 04:00:00+02:00,,,,,,17.9,93.0,1006.2,1006.2
2025-09-05 04:05:00+02:00,,,,,,17.9,93.0,1006.3,1006.3
2025-09-05 04:10:00+02:00,,,,,,17.9,93.0,1006.4,1006.4
2025-09-05 04:15:00+02:00,,,,,,17.8,93.0,1006.4,1006.4
2025-09-05 04:20:00+02:00,,,,,,17.8,93.0,1006.5,1006.5
2025-09-05 04:25:00+02:00,,,,,,17.7,93.0,1006.4,1006.4
2025-09-05 04:30:00+02:00,,,,,,17.7,93.0,1006.4,1006.4
2025-09-05 04:35:00+02:00,,,,,,17.7,93.0,1006.5,1006.5
2025-09-05 04:40:00+02:00,,,,,,17.6,93.0,1006.4,1006.4
2025-09-05 04:45:00+02:00,,,,,,17.6,93.0,1006.5,1006.5
2025-09-05 04:50:00+02:00,,,,,,17.5,93.0,1006.7,1006.7
2025-09-05 04:55:00+02:00,,,,,,17.5,93.0,1006.7,1006.7
2025-09-05 05:00:00+02:00,,,,,,17.4,93.0,1006.7,1006.7
2025-09-05 05:05:00+02:00,,,,,,17.4,93.0,1006.8,1006.8
2025-09-05 05:10:00+02:00,,,,,,17.4,93.0,1006.8,1006.8
2025-09-05 05:15:00+02:00,,,,,,17.3,93.0,1006.9,1006.9
2025-09-05 05:20:00+02:00,,,,,,17.3,93.0,1006.9,1006.9
2025-09-05 05:25:00+02:00,,,,,,17.2,93.0,1006.9,1006.9
2025-09-05 05:30:00+02:00,,,,,,17.2,93.0,1006.9,1006.9
2025-09-05 05:35:00+02:00,,,,,,17.1,93.0,1007.0,1007.0
2025-09-05 05:40:00+02:00,,,,,,17.1,93.0,1007.1,1007.1
2025-09-05 05:45:00+02:00,,,,,,17.1,93.0,1007.1,1007.1
2025-09-05 05:50:00+02:00,,,,,,17.0,93.0,1007.1,1007.1
2025-09-05 05:55:00+02:00,,,,,,17.0,93.0,1007.2,1007.2
2025-09-05 06:00:00+02:00,,,,,,17.0,93.0,1007.1,1007.1
2025-09-05 06:05:00+02:00,,,,,,16.9,93.0,1007.3,1007.3
2025-09-05 06:10:00+02:00,,,,,,16.9,93.0,1007.4,1007.4
2025-09-05 06:15:00+02:00,,,,,,16.8,93.0,1007.4,1007.4
2025-09-05 06:20:00+02:00,,,,,,16.8,93.0,1007.6,1007.6
2025-09-05 06:25:00+02:00,,,,,,16.7,93.0,1007.7,1007.7
2025-09-05 06:30:00+02:00,,,,,,16.7,93.0,1007.7,1007.7
2025-09-05 06:35:00+02:00,,,,,,16.7,93.0,1007.8,1007.8
2025-09-05 06:40:00+02:00,,,,,,16.7,93.0,1007.9,1007.9
2025-09-05 06:45:00+02:00,,,,,,16.6,93.0,1008.0,1008.0
2025-09-05 06:50:00+02:00,,,,,,16.6,93.0,1008.0,1008.0
2025-09-05 06:55:00+02:00,,,,,,16.5,93.0,1008.2,1008.2
2025-09-05 07:00:00+02:00,,,,,,16.5,93.0,1008.2,1008.2
2025-09-05 07:05:00+02:00,,,,,,16.4,93.0,1008.3,1008.3
2025-09-05 07:10:00+02:00,,,,,,16.4,93.0,1008.4,1008.4
2025-09-05 07:15:00+02:00,,,,,,16.4,93.0,1008.4,1008.4
2025-09-05 07:20:00+02:00,,,,,,16.4,93.0,1008.5,1008.5
2025-09-05 07:25:00+02:00,,,,,,16.3,93.0,1008.5,1008.5
2025-09-05 07:30:00+02:00,,,,,,16.3,93.0,1008.6,1008.6
2025-09-05 07:35:00+02:00,,,,,,16.3,93.0,1008.7,1008.7
2025-09-05 07:40:00+02:00,,,,,,16.3,93.0,1008.8,1008.8
2025-09-05 07:45:00+02:00,,,,,,16.2,93.0,1008.7,1008.7
2025-09-05 07:50:00+02:00,,,,,,16.2,93.0,1008.8,1008.8
2025-09-05 07:55:00+02:00,,,,,,16.2,93.0,1008.8,1008.8
2025-09-05 08:00:00+02:00,,,,,,16.2,93.0,1008.9,1008.9
2025-09-05 08:05:00+02:00,,,,,,16.1,93.0,1009.0,1009.0
2025-09-05 08:10:00+02:00,,,,,,16.1,94.0,1009.0,1009.0
2025-09-05 08:15:00+02:00,,,,,,16.1,94.0,1009.1,1009.1
2025-09-05 08:20:00+02:00,,,,,,16.1,94.0,1009.2,1009.2
2025-09-05 08:25:00+02:00,,,,,,16.1,94.0,1009.2,1009.2
2025-09-05 08:30:00+02:00,,,,,,16.1,94.0,1009.3,1009.3
2025-09-05 08:35:00+02:00,,,,,,16.1,94.0,1009.4,1009.4
2025-09-05 08:40:00+02:00,,,,,,16.1,94.0,1009.5,1009.5
2025-09-05 08:45:00+02:00,,,,,,16.1,94.0,1009.5,1009.5
2025-09-05 08:50:00+02:00,,,,,,16.2,94.0,1009.6,1009.6
2025-09-05 08:55:00+02:00,,,,,,16.2,94.0,1009.6,1009.6
2025-09-05 09:00:00+02:00,,,,,,16.2,94.0,1009.7,1009.7
2025-09-05 09:05:00+02:00,,,,,,16.2,94.0,1009.7,1009.7
2025-09-05 09:10:00+02:00,,,,,,16.2,94.0,1009.8,1009.8
2025-09-05 09:15:00+02:00,,,,,,16.3,94.0,1009.9,1009.9
2025-09-05 09:20:00+02:00,,,,,,16.3,94.0,1009.9,1009.9
2025-09-05 09:25:00+02:00,,,,,,16.3,94.0,1010.0,1010.0
2025-09-05 09:30:00+02:00,,,,,,16.3,94.0,1010.1,1010.1
2025-09-05 09:35:00+02:00,,,,,,16.4,95.0,1010.1,1010.1
2025-09-05 09:40:00+02:00,,,,,,16.4,95.0,1010.1,1010.1
2025-09-05 09:45:00+02:00,,,,,,16.5,95.0,1010.3,1010.3
2025-09-05 09:50:00+02:00,,,,,,16.5,95.0,1010.2,1010.2
2025-09-05 09:55:00+02:00,,,,,,16.6,95.0,1010.2,1010.2
2025-09-05 10:00:00+02:00,,,,,,16.6,95.0,1010.4,1010.4
2025-09-05 10:05:00+02:00,,,,,,16.7,95.0,1010.5,1010.5
2025-09-05 10:10:00+02:00,,,,,,16.8,95.0,1010.4,1010.4
2025-09-05 10:15:00+02:00,,,,,,17.0,95.0,1010.5,1010.5
2025-09-05 10:20:00+02:00,,,,,,17.1,95.0,1010.6,1010.6
2025-09-05 10:25:00+02:00,,,,,,17.1,95.0,1010.6,1010.6
2025-09-05 10:30:00+02:00,,,,,,17.3,95.0,1010.8,1010.8
2025-09-05 10:35:00+02:00,,,,,,17.5,95.0,1010.9,1010.9
2025-09-05 10:40:00+02:00,,,,,,17.7,95.0,1010.9,1010.9
2025-09-05 10:45:00+02:00,,,,,,17.8,95.0,1010.9,1010.9
2025-09-05 10:50:00+02:00,,,,,,18.0,95.0,1010.9,1010.9
2025-09-05 10:55:00+02:00,,,,,,18.1,95.0,1011.1,1011.1
2025-09-05 11:00:00+02:00,,,,,,18.3,95.0,1011.1,1011.1
2025-09-05 11:05:00+02:00,,,,,,18.6,94.0,1011.2,1011.2
2025-09-05 11:10:00+02:00,,,,,,18.8,94.0,1011.3,1011.3
2025-09-05 11:15:00+02:00,,,,,,19.0,94.0,1011.4,1011.4
2025-09-05 11:20:00+02:00,,,,,,19.1,94.0,1011.4,1011.4
2025-09-05 11:25:00+02:00,,,,,,19.1,95.0,1011.5,1011.5
2025-09-05 11:30:00+02:00,,,,,,19.2,95.0,1011.6,1011.6
2025-09-05 11:35:00+02:00,,,,,,19.3,95.0,1011.6,1011.6
2025-09-05 11:40:00+02:00,,,,,,19.4,95.0,1011.6,1011.6
2025-09-05 11:45:00+02:00,,,,,,19.6,95.0,1011.5,1011.5
2025-09-05 11:50:00+02:00,,,,,,19.8,95.0,1011.5,1011.5
2025-09-05 11:55:00+02:00,,,,,,20.0,95.0,1011.5,1011.5
2025-09-05 12:00:00+02:00,,,,,,20.2,95.0,1011.5,1011.5
2025-09-05 12:05:00+02:00,,,,,,20.4,95.0,1011.4,1011.4
2025-09-05 12:10:00+02:00,,,,,,20.6,95.0,1011.6,1011.6
2025-09-05 12:15:00+02:00,,,,,,20.9,95.0,1011.5,1011.5
2025-09-05 12:20:00+02:00,,,,,,21.1,95.0,1011.5,1011.5
2025-09-05 12:25:00+02:00,,,,,,21.3,94.0,1011.6,1011.6
2025-09-05 12:30:00+02:00,,,,,,21.4,94.0,1011.7,1011.7
2025-09-05 12:35:00+02:00,,,,,,21.5,94.0,1011.6,1011.6
2025-09-05 12:40:00+02:00,,,,,,21.6,94.0,1011.6,1011.6
2025-09-05 12:45:00+02:00,,,,,,21.6,94.0,1011.7,1011.7
2025-09-05 12:50:00+02:00,,,,,,21.7,94.0,1011.8,1011.8
2025-09-05 12:55:00+02:00,,,,,,21.7,94.0,1011.8,1011.8
2025-09-05 13:00:00+02:00,,,,,,21.7,94.0,1011.8,1011.8
2025-09-05 13:05:00+02:00,,,,,,21.9,94.0,1011.8,1011.8
2025-09-05 13:10:00+02:00,,,,,,22.1,94.0,1011.8,1011.8
2025-09-05 13:15:00+02:00,,,,,,22.4,94.0,1011.9,1011.9
2025-09-05 13:20:00+02:00,,,,,,22.8,93.0,1012.0,1012.0
2025-09-05 13:25:00+02:00,,,,,,23.1,93.0,1012.0,1012.0
2025-09-05 13:30:00+02:00,,,,,,23.3,93.0,1012.0,1012.0
2025-09-05 13:35:00+02:00,,,,,,23.3,93.0,1012.1,1012.1
2025-09-05 13:40:00+02:00,,,,,,23.4,93.0,1012.2,1012.2
2025-09-05 13:45:00+02:00,,,,,,23.4,93.0,1012.2,1012.2
2025-09-05 13:50:00+02:00,,,,,,23.4,93.0,1012.2,1012.2
2025-09-05 13:55:00+02:00,,,,,,23.4,93.0,1012.2,1012.2
2025-09-05 14:00:00+02:00,,,,,,23.4,93.0,1012.3,1012.3
2025-09-05 14:05:00+02:00,,,,,,23.4,93.0,1012.3,1012.3
2025-09-05 14:10:00+02:00,,,,,,23.4,93.0,1012.4,1012.4
2025-09-05 14:15:00+02:00,,,,,,23.3,93.0,1012.5,1012.5
2025-09-05 14:20:00+02:00,,,,,,23.5,93.0,1012.3,1012.3
2025-09-05 14:25:00+02:00,,,,,,23.7,93.0,1012.2,1012.2
2025-09-05 14:30:00+02:00,,,,,,23.9,93.0,1012.3,1012.3
2025-09-05 14:35:00+02:00,,,,,,24.1,92.0,1012.3,1012.3
2025-09-05 14:40:00+02:00,,,,,,24.3,92.0,1012.3,1012.3
2025-09-05 14:45:00+02:00,,,,,,24.4,92.0,1012.2,1012.2
2025-09-05 14:50:00+02:00,,,,,,24.5,92.0,1012.2,1012.2
2025-09-05 14:55:00+02:00,,,,,,24.7,92.0,1012.2,1012.2
2025-09-05 15:00:00+02:00,,,,,,24.8,91.0,1012.2,1012.2
2025-09-05 15:05:00+02:00,,,,,,24.9,91.0,1012.3,1012.3
2025-09-05 15:10:00+02:00,,,,,,25.0,91.0,1012.4,1012.4
2025-09-05 15:15:00+02:00,,,,,,25.0,91.0,1012.5,1012.5
2025-09-05 15:20:00+02:00,,,,,,24.9,91.0,1012.5,1012.5
2025-09-05 15:25:00+02:00,,,,,,24.8,92.0,1012.6,1012.6
2025-09-05 15:30:00+02:00,,,,,,24.7,92.0,1012.6,1012.6
2025-09-05 15:35:00+02:00,,,,,,24.6,92.0,1012.6,1012.6
2025-09-05 15:40:00+02:00,,,,,,24.5,92.0,1012.7,1012.7
2025-09-05 15:45:00+02:00,,,,,,24.5,92.0,1012.6,1012.6
2025-09-05 15:50:00+02:00,,,,,,24.5,93.0,1012.5,1012.5
2025-09-05 15:55:00+02:00,,,,,,24.5,93.0,1012.5,1012.5
2025-09-05 16:00:00+02:00,,,,,,24.4,93.0,1012.7,1012.7
2025-09-05 16:05:00+02:00,,,,,,24.4,93.0,1012.6,1012.6
2025-09-05 16:10:00+02:00,,,,,,24.3,93.0,1012.7,1012.7
2025-09-05 16:15:00+02:00,,,,,,24.3,93.0,1012.7,1012.7
2025-09-05 16:20:00+02:00,,,,,,24.2,93.0,1012.7,1012.7
2025-09-05 16:25:00+02:00,,,,,,24.2,93.0,1012.7,1012.7
2025-09-05 16:30:00+02:00,,,,,,24.1,93.0,1012.7,1012.7
2025-09-05 16:35:00+02:00,,,,,,24.1,93.0,1012.8,1012.8
2025-09-05 16:40:00+02:00,,,,,,24.0,93.0,1012.9,1012.9
2025-09-05 16:45:00+02:00,,,,,,24.0,93.0,1013.0,1013.0
2025-09-05 16:50:00+02:00,,,,,,23.9,93.0,1012.9,1012.9
2025-09-05 16:55:00+02:00,,,,,,23.8,93.0,1012.9,1012.9
2025-09-05 17:00:00+02:00,,,,,,23.8,93.0,1012.9,1012.9
2025-09-05 17:05:00+02:00,,,,,,23.7,93.0,1012.8,1012.8
2025-09-05 17:10:00+02:00,,,,,,23.6,93.0,1012.9,1012.9
2025-09-05 17:15:00+02:00,,,,,,23.6,93.0,1013.1,1013.1
2025-09-05 17:20:00+02:00,,,,,,23.4,93.0,1013.5,1013.5
2025-09-05 17:25:00+02:00,,,,,,22.7,91.0,1013.5,1013.5
2025-09-05 17:30:00+02:00,,,,,,22.3,90.0,1013.4,1013.4
2025-09-05 17:35:00+02:00,,,,,,22.2,90.0,1013.1,1013.1
2025-09-05 17:40:00+02:00,,,,,,22.1,90.0,1013.1,1013.1
2025-09-05 17:45:00+02:00,,,,,,22.0,90.0,1013.3,1013.3
2025-09-05 17:50:00+02:00,,,,,,21.9,90.0,1013.4,1013.4
2025-09-05 17:55:00+02:00,,,,,,21.9,90.0,1013.4,1013.4
2025-09-05 18:00:00+02:00,,,,,,21.8,90.0,1013.6,1013.6
2025-09-05 18:05:00+02:00,,,,,,21.7,91.0,1013.6,1013.6
2025-09-05 18:10:00+02:00,,,,,,21.6,91.0,1013.8,1013.8
2025-09-05 18:15:00+02:00,,,,,,21.5,91.0,1013.7,1013.7
2025-09-05 18:20:00+02:00,,,,,,21.4,91.0,1013.7,1013.7
2025-09-05 18:25:00+02:00,,,,,,21.4,91.0,1013.7,1013.7
2025-09-05 18:30:00+02:00,,,,,,21.3,91.0,1013.8,1013.8
2025-09-05 18:35:00+02:00,,,,,,21.2,91.0,1013.8,1013.8
2025-09-05 18:40:00+02:00,,,,,,21.2,91.0,1013.7,1013.7
2025-09-05 18:45:00+02:00,,,,,,21.1,91.0,1013.8,1013.8
2025-09-05 18:50:00+02:00,,,,,,21.1,91.0,1013.8,1013.8
2025-09-05 18:55:00+02:00,,,,,,21.0,91.0,1013.8,1013.8
2025-09-05 19:00:00+02:00,,,,,,20.9,91.0,1013.8,1013.8
2025-09-05 19:05:00+02:00,,,,,,20.9,91.0,1014.0,1014.0
2025-09-05 19:10:00+02:00,,,,,,20.8,91.0,1013.9,1013.9
2025-09-05 19:15:00+02:00,,,,,,20.8,91.0,1013.9,1013.9
2025-09-05 19:20:00+02:00,,,,,,20.7,91.0,1013.9,1013.9
2025-09-05 19:25:00+02:00,,,,,,20.6,91.0,1013.9,1013.9
2025-09-05 19:30:00+02:00,,,,,,20.6,91.0,1013.9,1013.9
