datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2024-12-17 00:00:00+01:00,,,,,,9.0,93.0,1020.0,1020.0
2024-12-17 00:05:00+01:00,,,,,,9.0,93.0,1019.9,1019.9
2024-12-17 00:10:00+01:00,,,,,,9.0,93.0,1019.8,1019.8
2024-12-17 00:15:00+01:00,,,,,,9.0,93.0,1020.0,1020.0
2024-12-17 00:20:00+01:00,,,,,,9.0,93.0,1020.0,1020.0
2024-12-17 00:25:00+01:00,,,,,,9.0,93.0,1019.9,1019.9
2024-12-17 00:30:00+01:00,,,,,,9.0,93.0,1019.8,1019.8
2024-12-17 00:35:00+01:00,,,,,,9.0,93.0,1019.7,1019.7
2024-12-17 00:40:00+01:00,,,,,,9.0,93.0,1019.7,1019.7
2024-12-17 00:45:00+01:00,,,,,,9.0,93.0,1019.8,1019.8
2024-12-17 00:50:00+01:00,,,,,,8.9,93.0,1019.7,1019.7
2024-12-17 00:55:00+01:00,,,,,,9.0,93.0,1019.6,1019.6
2024-12-17 01:00:00+01:00,,,,,,9.0,93.0,1019.4,1019.4
2024-12-17 01:05:00+01:00,,,,,,8.9,93.0,1019.4,1019.4
2024-12-17 01:10:00+01:00,,,,,,8.9,93.0,1019.5,1019.5
2024-12-17 01:15:00+01:00,,,,,,8.9,93.0,1019.4,1019.4
2024-12-17 01:20:00+01:00,,,,,,8.9,93.0,1019.4,1019.4
2024-12-17 01:25:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 01:30:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 01:35:00+01:00,,,,,,8.9,93.0,1019.2,1019.2
2024-12-17 01:40:00+01:00,,,,,,8.9,93.0,1019.2,1019.2
2024-12-17 01:45:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 01:50:00+01:00,,,,,,8.9,93.0,1019.4,1019.4
2024-12-17 01:55:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 02:00:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 02:05:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 02:10:00+01:00,,,,,,8.9,93.0,1019.1,1019.1
2024-12-17 02:15:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 02:20:00+01:00,,,,,,8.9,93.0,1019.3,1019.3
2024-12-17 02:25:00+01:00,,,,,,8.9,93.0,1019.5,1019.5
2024-12-17 02:30:00+01:00,,,,,,8.9,93.0,1019.6,1019.6
2024-12-17 02:35:00+01:00,,,,,,8.9,93.0,1019.5,1019.5
2024-12-17 02:40:00+01:00,,,,,,8.9,93.0,1019.4,1019.4
2024-12-17 02:45:00+01:00,,,,,,8.8,93.0,1019.4,1019.4
2024-12-17 02:50:00+01:00,,,,,,8.8,93.0,1019.4,1019.4
2024-12-17 02:55:00+01:00,,,,,,8.8,93.0,1019.3,1019.3
2024-12-17 03:00:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:05:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:10:00+01:00,,,,,,8.8,93.0,1019.1,1019.1
2024-12-17 03:15:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:20:00+01:00,,,,,,8.8,93.0,1019.0,1019.0
2024-12-17 03:25:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:30:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:35:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 03:40:00+01:00,,,,,,8.8,93.0,1019.3,1019.3
2024-12-17 03:45:00+01:00,,,,,,8.8,93.0,1019.3,1019.3
2024-12-17 03:50:00+01:00,,,,,,8.8,93.0,1019.5,1019.5
2024-12-17 03:55:00+01:00,,,,,,8.8,93.0,1019.6,1019.6
2024-12-17 04:00:00+01:00,,,,,,8.8,93.0,1019.6,1019.6
2024-12-17 04:05:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 04:10:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:15:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 04:20:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:25:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:30:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:35:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:40:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 04:45:00+01:00,,,,,,8.7,93.0,1019.7,1019.7
2024-12-17 04:50:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 04:55:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 05:00:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 05:05:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 05:10:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 05:15:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 05:20:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 05:25:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 05:30:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 05:35:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 05:40:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 05:45:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 05:50:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 05:55:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 06:00:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:05:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:10:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:15:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 06:20:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 06:25:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 06:30:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 06:35:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:40:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 06:45:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:50:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 06:55:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 07:00:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 07:05:00+01:00,,,,,,8.7,93.0,1019.1,1019.1
2024-12-17 07:10:00+01:00,,,,,,8.7,93.0,1019.1,1019.1
2024-12-17 07:15:00+01:00,,,,,,8.7,93.0,1019.1,1019.1
2024-12-17 07:20:00+01:00,,,,,,8.7,93.0,1019.1,1019.1
2024-12-17 07:25:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 07:30:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 07:35:00+01:00,,,,,,8.7,93.0,1019.2,1019.2
2024-12-17 07:40:00+01:00,,,,,,8.6,93.0,1019.3,1019.3
2024-12-17 07:45:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 07:50:00+01:00,,,,,,8.6,93.0,1019.3,1019.3
2024-12-17 07:55:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 08:00:00+01:00,,,,,,8.7,93.0,1019.3,1019.3
2024-12-17 08:05:00+01:00,,,,,,8.6,93.0,1019.4,1019.4
2024-12-17 08:10:00+01:00,,,,,,8.6,93.0,1019.5,1019.5
2024-12-17 08:15:00+01:00,,,,,,8.6,93.0,1019.5,1019.5
2024-12-17 08:20:00+01:00,,,,,,8.6,93.0,1019.6,1019.6
2024-12-17 08:25:00+01:00,,,,,,8.6,93.0,1019.7,1019.7
2024-12-17 08:30:00+01:00,,,,,,8.6,93.0,1019.8,1019.8
2024-12-17 08:35:00+01:00,,,,,,8.6,93.0,1019.7,1019.7
2024-12-17 08:40:00+01:00,,,,,,8.6,93.0,1019.9,1019.9
2024-12-17 08:45:00+01:00,,,,,,8.6,93.0,1019.9,1019.9
2024-12-17 08:50:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 08:55:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 09:00:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 09:05:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 09:10:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 09:15:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 09:20:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 09:25:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 09:30:00+01:00,,,,,,8.6,93.0,1020.3,1020.3
2024-12-17 09:35:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 09:40:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 09:45:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 09:50:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 09:55:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 10:00:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 10:05:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 10:10:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 10:15:00+01:00,,,,,,8.6,93.0,1020.0,1020.0
2024-12-17 10:20:00+01:00,,,,,,8.6,93.0,1020.1,1020.1
2024-12-17 10:25:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 10:30:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 10:35:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 10:40:00+01:00,,,,,,8.6,93.0,1020.3,1020.3
2024-12-17 10:45:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 10:50:00+01:00,,,,,,8.6,93.0,1020.3,1020.3
2024-12-17 10:55:00+01:00,,,,,,8.6,93.0,1020.3,1020.3
2024-12-17 11:00:00+01:00,,,,,,8.6,93.0,1020.3,1020.3
2024-12-17 11:05:00+01:00,,,,,,8.6,93.0,1020.2,1020.2
2024-12-17 11:10:00+01:00,,,,,,8.7,93.0,1020.2,1020.2
2024-12-17 11:15:00+01:00,,,,,,8.7,93.0,1020.2,1020.2
2024-12-17 11:20:00+01:00,,,,,,8.7,93.0,1020.1,1020.1
2024-12-17 11:25:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:30:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:35:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:40:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:45:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:50:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 11:55:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 12:00:00+01:00,,,,,,8.7,93.0,1020.1,1020.1
2024-12-17 12:05:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 12:10:00+01:00,,,,,,8.7,93.0,1020.0,1020.0
2024-12-17 12:15:00+01:00,,,,,,8.7,93.0,1019.9,1019.9
2024-12-17 12:20:00+01:00,,,,,,8.7,93.0,1019.7,1019.7
2024-12-17 12:25:00+01:00,,,,,,8.7,93.0,1019.7,1019.7
2024-12-17 12:30:00+01:00,,,,,,8.7,93.0,1019.6,1019.6
2024-12-17 12:35:00+01:00,,,,,,8.7,93.0,1019.5,1019.5
2024-12-17 12:40:00+01:00,,,,,,8.7,93.0,1019.4,1019.4
2024-12-17 12:45:00+01:00,,,,,,8.8,93.0,1019.4,1019.4
2024-12-17 12:50:00+01:00,,,,,,8.8,93.0,1019.2,1019.2
2024-12-17 12:55:00+01:00,,,,,,8.8,93.0,1019.0,1019.0
2024-12-17 13:00:00+01:00,,,,,,8.8,93.0,1019.0,1019.0
2024-12-17 13:05:00+01:00,,,,,,8.8,93.0,1019.1,1019.1
2024-12-17 13:10:00+01:00,,,,,,8.8,93.0,1019.0,1019.0
2024-12-17 13:15:00+01:00,,,,,,8.8,93.0,1018.9,1018.9
