datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,indoor_dew_point,indoor_feels_like,indoor_app_tempin,pressure_relative,pressure_absolute
2025-09-21 02:50:00+02:00,,,,,,21.7,94.0,20.7,21.7,25.7,1002.5,1002.5
2025-09-21 02:55:00+02:00,,,,,,21.7,94.0,20.7,21.7,25.7,1002.6,1002.6
2025-09-21 03:00:00+02:00,,,,,,21.6,94.0,20.6,21.6,25.5,1002.7,1002.7
2025-09-21 03:05:00+02:00,,,,,,21.5,94.0,20.5,21.5,25.4,1002.7,1002.7
2025-09-21 03:10:00+02:00,,,,,,21.3,94.0,20.3,21.3,25.2,1002.7,1002.7
2025-09-21 03:15:00+02:00,,,,,,21.2,94.0,20.2,21.2,25.0,1002.8,1002.8
2025-09-21 03:20:00+02:00,,,,,,21.1,94.0,20.1,21.2,24.9,1002.9,1002.9
2025-09-21 03:25:00+02:00,,,,,,21.1,93.0,19.9,21.1,24.7,1002.5,1002.5
2025-09-21 03:30:00+02:00,,,,,,20.9,93.0,19.7,20.9,24.5,1002.0,1002.0
2025-09-21 03:35:00+02:00,,,,,,20.8,93.0,19.7,20.8,24.4,1001.5,1001.5
2025-09-21 03:40:00+02:00,,,,,,20.8,93.0,19.6,20.8,24.3,1001.7,1001.7
2025-09-21 03:45:00+02:00,,,,,,20.7,93.0,19.5,20.7,24.1,1001.8,1001.8
2025-09-21 03:50:00+02:00,,,,,,20.6,93.0,19.4,20.6,24.0,1001.8,1001.8
2025-09-21 03:55:00+02:00,,,,,,20.5,93.0,19.3,20.5,23.9,1001.8,1001.8
2025-09-21 04:00:00+02:00,,,,,,20.4,93.0,19.2,20.4,23.8,1001.8,1001.8
2025-09-21 04:05:00+02:00,,,,,,20.3,93.0,19.2,20.3,23.7,1001.8,1001.8
2025-09-21 04:10:00+02:00,,,,,,20.3,93.0,19.1,20.3,23.6,1001.9,1001.9
2025-09-21 04:15:00+02:00,,,,,,20.2,93.0,19.1,20.2,23.5,1001.9,1001.9
2025-09-21 04:20:00+02:00,,,,,,20.2,93.0,19.0,20.2,23.4,1001.7,1001.7
2025-09-21 04:25:00+02:00,,,,,,20.1,93.0,18.9,20.1,23.3,1001.6,1001.6
2025-09-21 04:30:00+02:00,,,,,,20.1,93.0,18.9,20.1,23.2,1001.7,1001.7
2025-09-21 04:35:00+02:00,,,,,,20.0,93.0,18.8,20.0,23.2,1001.8,1001.8
2025-09-21 04:40:00+02:00,,,,,,19.9,93.0,18.8,19.9,23.1,1001.9,1001.9
2025-09-21 04:45:00+02:00,,,,,,19.9,93.0,18.7,19.9,23.0,1002.0,1002.0
2025-09-21 04:50:00+02:00,,,,,,19.9,93.0,18.7,19.8,23.0,1001.9,1001.9
2025-09-21 04:55:00+02:00,,,,,,19.8,93.0,18.6,19.8,22.9,1001.9,1001.9
2025-09-21 05:00:00+02:00,,,,,,19.8,93.0,18.6,19.8,22.9,1001.8,1001.8
2025-09-21 05:05:00+02:00,,,,,,19.7,94.0,18.7,19.7,22.8,1001.7,1001.7
2025-09-21 05:10:00+02:00,,,,,,19.7,94.0,18.7,19.7,22.8,1001.6,1001.6
2025-09-21 05:15:00+02:00,,,,,,19.6,94.0,18.6,19.6,22.7,1001.7,1001.7
2025-09-21 05:20:00+02:00,,,,,,19.6,94.0,18.6,19.6,22.7,1001.6,1001.6
2025-09-21 05:25:00+02:00,,,,,,19.6,94.0,18.6,19.6,22.7,1001.7,1001.7
2025-09-21 05:30:00+02:00,,,,,,19.6,94.0,18.6,19.6,22.6,1001.4,1001.4
2025-09-21 05:35:00+02:00,,,,,,19.5,94.0,18.5,19.5,22.5,1001.5,1001.5
2025-09-21 05:40:00+02:00,,,,,,19.5,94.0,18.5,19.5,22.5,1001.6,1001.6
2025-09-21 05:45:00+02:00,,,,,,19.5,94.0,18.5,19.5,22.5,1001.6,1001.6
2025-09-21 05:50:00+02:00,,,,,,19.4,94.0,18.4,19.4,22.4,1001.4,1001.4
2025-09-21 05:55:00+02:00,,,,,,19.4,94.0,18.4,19.4,22.4,1001.4,1001.4
2025-09-21 06:00:00+02:00,,,,,,19.4,94.0,18.4,19.4,22.4,1001.4,1001.4
2025-09-21 06:05:00+02:00,,,,,,19.4,94.0,18.4,19.3,22.3,1001.6,1001.6
2025-09-21 06:10:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.2,1001.8,1001.8
2025-09-21 06:15:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.2,1001.8,1001.8
2025-09-21 06:20:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.2,1002.0,1002.0
2025-09-21 06:25:00+02:00,,,,,,19.2,94.0,18.2,19.2,22.1,1002.0,1002.0
2025-09-21 06:30:00+02:00,,,,,,19.2,94.0,18.2,19.2,22.1,1001.9,1001.9
2025-09-21 06:35:00+02:00,,,,,,19.1,94.0,18.1,19.1,21.9,1002.0,1002.0
2025-09-21 06:40:00+02:00,,,,,,19.1,94.0,18.1,19.1,21.9,1002.0,1002.0
2025-09-21 06:45:00+02:00,,,,,,19.0,94.0,18.0,19.0,21.8,1002.0,1002.0
2025-09-21 06:50:00+02:00,,,,,,19.0,94.0,18.0,19.0,21.8,1002.2,1002.2
2025-09-21 06:55:00+02:00,,,,,,19.0,94.0,18.0,19.0,21.8,1002.3,1002.3
2025-09-21 07:00:00+02:00,,,,,,19.0,94.0,18.0,19.0,21.7,1002.4,1002.4
2025-09-21 07:05:00+02:00,,,,,,18.9,94.0,17.9,18.9,21.7,1002.7,1002.7
2025-09-21 07:10:00+02:00,,,,,,18.9,94.0,17.9,18.9,21.7,1002.7,1002.7
2025-09-21 07:15:00+02:00,,,,,,18.8,94.0,17.8,18.8,21.5,1002.7,1002.7
2025-09-21 07:20:00+02:00,,,,,,18.8,94.0,17.8,18.8,21.5,1002.8,1002.8
2025-09-21 07:25:00+02:00,,,,,,18.8,94.0,17.8,18.8,21.5,1002.7,1002.7
2025-09-21 07:30:00+02:00,,,,,,18.7,94.0,17.7,18.7,21.4,1002.7,1002.7
2025-09-21 07:35:00+02:00,,,,,,18.7,94.0,17.7,18.7,21.4,1002.6,1002.6
2025-09-21 07:40:00+02:00,,,,,,18.7,94.0,17.7,18.7,21.4,1002.6,1002.6
2025-09-21 07:45:00+02:00,,,,,,18.7,94.0,17.7,18.7,21.3,1002.6,1002.6
2025-09-21 07:50:00+02:00,,,,,,18.6,94.0,17.6,18.6,21.2,1002.5,1002.5
2025-09-21 07:55:00+02:00,,,,,,18.6,94.0,17.6,18.6,21.2,1002.7,1002.7
2025-09-21 08:00:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.2,1002.7,1002.7
2025-09-21 08:05:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.1,1002.9,1002.9
2025-09-21 08:10:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.1,1002.9,1002.9
2025-09-21 08:15:00+02:00,,,,,,18.5,94.0,17.5,18.4,21.0,1002.9,1002.9
2025-09-21 08:20:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.1,1002.8,1002.8
2025-09-21 08:25:00+02:00,,,,,,18.4,94.0,17.4,18.4,20.9,1002.9,1002.9
2025-09-21 08:30:00+02:00,,,,,,18.4,94.0,17.4,18.4,20.9,1003.0,1003.0
2025-09-21 08:35:00+02:00,,,,,,18.4,94.0,17.4,18.3,20.9,1003.2,1003.2
2025-09-21 08:40:00+02:00,,,,,,18.3,94.0,17.3,18.3,20.8,1003.4,1003.4
2025-09-21 08:45:00+02:00,,,,,,18.3,94.0,17.3,18.3,20.8,1003.4,1003.4
2025-09-21 08:50:00+02:00,,,,,,18.3,94.0,17.3,18.3,20.8,1003.7,1003.7
2025-09-21 08:55:00+02:00,,,,,,18.2,94.0,17.2,18.2,20.7,1003.8,1003.8
2025-09-21 09:00:00+02:00,,,,,,18.2,94.0,17.2,18.2,20.7,1003.8,1003.8
2025-09-21 09:05:00+02:00,,,,,,18.1,94.0,17.1,18.1,20.5,1003.9,1003.9
2025-09-21 09:10:00+02:00,,,,,,18.1,94.0,17.1,18.1,20.5,1004.1,1004.1
2025-09-21 09:15:00+02:00,,,,,,18.1,94.0,17.1,18.1,20.5,1004.1,1004.1
2025-09-21 09:20:00+02:00,,,,,,18.0,94.0,17.0,18.0,20.4,1004.3,1004.3
2025-09-21 09:25:00+02:00,,,,,,18.0,94.0,17.0,18.0,20.4,1004.4,1004.4
2025-09-21 09:30:00+02:00,,,,,,17.9,94.0,16.9,17.9,20.2,1004.2,1004.2
2025-09-21 09:35:00+02:00,,,,,,17.9,94.0,16.9,17.9,20.2,1004.2,1004.2
2025-09-21 09:40:00+02:00,,,,,,17.9,94.0,16.9,17.9,20.2,1004.3,1004.3
2025-09-21 09:45:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.1,1004.3,1004.3
2025-09-21 09:50:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.1,1004.3,1004.3
2025-09-21 09:55:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.1,1004.4,1004.4
2025-09-21 10:00:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.0,1004.4,1004.4
2025-09-21 10:05:00+02:00,,,,,,17.7,94.0,16.7,17.7,19.9,1004.5,1004.5
2025-09-21 10:10:00+02:00,,,,,,17.7,94.0,16.7,17.7,19.9,1004.5,1004.5
2025-09-21 10:15:00+02:00,,,,,,17.7,94.0,16.7,17.7,19.9,1004.8,1004.8
2025-09-21 10:20:00+02:00,,,,,,17.6,94.0,16.7,17.7,19.9,1004.7,1004.7
2025-09-21 10:25:00+02:00,,,,,,17.6,94.0,16.6,17.6,19.8,1004.8,1004.8
2025-09-21 10:30:00+02:00,,,,,,17.6,94.0,16.6,17.6,19.9,1004.7,1004.7
2025-09-21 10:35:00+02:00,,,,,,17.7,94.0,16.7,17.7,19.9,1004.8,1004.8
2025-09-21 10:40:00+02:00,,,,,,17.7,94.0,16.8,17.7,20.0,1004.7,1004.7
2025-09-21 10:45:00+02:00,,,,,,17.7,95.0,16.9,17.7,20.1,1004.7,1004.7
2025-09-21 10:50:00+02:00,,,,,,17.7,95.0,16.9,17.7,20.1,1004.6,1004.6
2025-09-21 10:55:00+02:00,,,,,,17.8,95.0,17.0,17.8,20.2,1004.8,1004.8
2025-09-21 11:00:00+02:00,,,,,,17.8,95.0,17.0,17.8,20.2,1005.0,1005.0
2025-09-21 11:05:00+02:00,,,,,,17.8,95.0,17.0,17.8,20.2,1004.9,1004.9
2025-09-21 11:10:00+02:00,,,,,,17.9,95.0,17.1,17.9,20.3,1004.9,1004.9
2025-09-21 11:15:00+02:00,,,,,,17.9,95.0,17.1,17.9,20.3,1005.1,1005.1
2025-09-21 11:20:00+02:00,,,,,,17.9,95.0,17.1,17.9,20.4,1005.1,1005.1
2025-09-21 11:25:00+02:00,,,,,,18.0,95.0,17.2,18.0,20.4,1005.3,1005.3
2025-09-21 11:30:00+02:00,,,,,,18.0,95.0,17.2,18.0,20.5,1005.3,1005.3
2025-09-21 11:35:00+02:00,,,,,,18.2,95.0,17.4,18.2,20.7,1005.2,1005.2
2025-09-21 11:40:00+02:00,,,,,,18.3,95.0,17.5,18.3,20.9,1005.3,1005.3
2025-09-21 11:45:00+02:00,,,,,,18.3,95.0,17.5,18.3,20.9,1005.5,1005.5
2025-09-21 11:50:00+02:00,,,,,,18.4,95.0,17.6,18.4,21.0,1005.4,1005.4
2025-09-21 11:55:00+02:00,,,,,,18.4,95.0,17.6,18.4,21.0,1005.5,1005.5
2025-09-21 12:00:00+02:00,,,,,,18.5,95.0,17.7,18.5,21.2,1005.5,1005.5
2025-09-21 12:05:00+02:00,,,,,,18.5,95.0,17.7,18.5,21.2,1005.4,1005.4
2025-09-21 12:10:00+02:00,,,,,,18.5,95.0,17.7,18.5,21.2,1005.4,1005.4
2025-09-21 12:15:00+02:00,,,,,,18.6,95.0,17.8,18.6,21.3,1005.4,1005.4
2025-09-21 12:20:00+02:00,,,,,,18.7,96.0,18.0,18.7,21.4,1005.4,1005.4
2025-09-21 12:25:00+02:00,,,,,,18.7,96.0,18.1,18.7,21.5,1005.4,1005.4
2025-09-21 12:30:00+02:00,,,,,,18.8,96.0,18.1,18.8,21.6,1005.5,1005.5
2025-09-21 12:35:00+02:00,,,,,,19.0,96.0,18.3,19.0,21.9,1005.5,1005.5
2025-09-21 12:40:00+02:00,,,,,,19.2,96.0,18.6,19.2,22.2,1005.7,1005.7
2025-09-21 12:45:00+02:00,,,,,,19.4,96.0,18.8,19.4,22.5,1005.7,1005.7
2025-09-21 12:50:00+02:00,,,,,,19.7,96.0,19.0,19.7,22.9,1005.9,1005.9
2025-09-21 12:55:00+02:00,,,,,,20.0,96.0,19.3,20.0,23.4,1006.0,1006.0
2025-09-21 13:00:00+02:00,,,,,,20.2,96.0,19.5,20.2,23.6,1006.0,1006.0
2025-09-21 13:05:00+02:00,,,,,,20.3,96.0,19.7,20.3,23.8,1006.2,1006.2
2025-09-21 13:10:00+02:00,,,,,,20.4,96.0,19.8,20.4,24.0,1006.2,1006.2
2025-09-21 13:15:00+02:00,,,,,,20.6,96.0,19.9,20.6,24.2,1006.2,1006.2
2025-09-21 13:20:00+02:00,,,,,,20.6,96.0,20.0,20.6,24.3,1006.2,1006.2
2025-09-21 13:25:00+02:00,,,,,,20.7,96.0,20.0,20.7,24.4,1006.2,1006.2
2025-09-21 13:30:00+02:00,,,,,,20.7,95.0,19.9,20.7,24.4,1006.3,1006.3
2025-09-21 13:35:00+02:00,,,,,,20.8,95.0,19.9,20.8,24.5,1006.3,1006.3
2025-09-21 13:40:00+02:00,,,,,,20.8,95.0,20.0,20.8,24.5,1006.5,1006.5
2025-09-21 13:45:00+02:00,,,,,,20.8,95.0,20.0,20.8,24.5,1006.6,1006.6
2025-09-21 13:50:00+02:00,,,,,,20.9,95.0,20.0,20.8,24.6,1006.7,1006.7
2025-09-21 13:55:00+02:00,,,,,,20.9,95.0,20.1,20.9,24.6,1006.6,1006.6
2025-09-21 14:00:00+02:00,,,,,,20.9,95.0,20.1,20.9,24.6,1006.7,1006.7
2025-09-21 14:05:00+02:00,,,,,,20.9,95.0,20.0,20.9,24.6,1006.7,1006.7
2025-09-21 14:10:00+02:00,,,,,,20.9,95.0,20.1,20.9,24.6,1006.9,1006.9
2025-09-21 14:15:00+02:00,,,,,,20.9,95.0,20.1,20.9,24.6,1007.0,1007.0
2025-09-21 14:20:00+02:00,,,,,,20.9,95.0,20.1,20.9,24.6,1007.1,1007.1
2025-09-21 14:25:00+02:00,,,,,,20.9,96.0,20.2,20.9,24.7,1007.1,1007.1
2025-09-21 14:30:00+02:00,,,,,,20.9,96.0,20.2,20.9,24.7,1007.2,1007.2
2025-09-21 14:35:00+02:00,,,,,,20.9,96.0,20.2,20.9,24.7,1007.2,1007.2
2025-09-21 14:40:00+02:00,,,,,,20.9,96.0,20.2,20.9,24.7,1007.2,1007.2
2025-09-21 14:45:00+02:00,,,,,,20.9,96.0,20.2,20.9,24.7,1007.3,1007.3
2025-09-21 14:50:00+02:00,,,,,,20.8,96.0,20.2,20.8,24.6,1007.4,1007.4
2025-09-21 14:55:00+02:00,,,,,,20.8,96.0,20.2,20.8,24.6,1007.3,1007.3
2025-09-21 15:00:00+02:00,,,,,,20.8,96.0,20.1,20.8,24.5,1007.3,1007.3
2025-09-21 15:05:00+02:00,,,,,,20.7,96.0,20.0,20.7,24.4,1007.3,1007.3
2025-09-21 15:10:00+02:00,,,,,,20.7,96.0,20.0,20.7,24.4,1007.2,1007.2
2025-09-21 15:15:00+02:00,,,,,,20.7,96.0,20.0,20.7,24.4,1007.2,1007.2
2025-09-21 15:20:00+02:00,,,,,,20.7,96.0,20.1,20.7,24.4,1007.2,1007.2
2025-09-21 15:25:00+02:00,,,,,,20.6,96.0,19.9,20.6,24.3,1007.2,1007.2
2025-09-21 15:30:00+02:00,,,,,,20.6,95.0,19.8,20.6,24.2,1007.4,1007.4
2025-09-21 15:35:00+02:00,,,,,,20.6,95.0,19.8,20.6,24.2,1007.3,1007.3
2025-09-21 15:40:00+02:00,,,,,,20.5,95.0,19.7,20.5,24.1,1007.3,1007.3
2025-09-21 15:45:00+02:00,,,,,,20.5,95.0,19.7,20.5,24.1,1007.2,1007.2
2025-09-21 15:50:00+02:00,,,,,,20.5,95.0,19.7,20.5,24.1,1007.3,1007.3
2025-09-21 15:55:00+02:00,,,,,,20.4,95.0,19.6,20.4,24.0,1007.1,1007.1
2025-09-21 16:00:00+02:00,,,,,,20.4,95.0,19.6,20.4,23.9,1007.1,1007.1
2025-09-21 16:05:00+02:00,,,,,,20.3,95.0,19.5,20.3,23.8,1007.1,1007.1
2025-09-21 16:10:00+02:00,,,,,,20.3,95.0,19.5,20.3,23.7,1007.1,1007.1
2025-09-21 16:15:00+02:00,,,,,,20.3,95.0,19.5,20.3,23.7,1007.1,1007.1
2025-09-21 16:20:00+02:00,,,,,,20.2,95.0,19.4,20.2,23.6,1007.0,1007.0
2025-09-21 16:25:00+02:00,,,,,,20.2,95.0,19.4,20.2,23.6,1007.1,1007.1
2025-09-21 16:30:00+02:00,,,,,,20.2,95.0,19.4,20.2,23.6,1007.2,1007.2
2025-09-21 16:35:00+02:00,,,,,,20.1,95.0,19.3,20.2,23.5,1007.2,1007.2
2025-09-21 16:40:00+02:00,,,,,,20.1,95.0,19.3,20.1,23.4,1007.2,1007.2
2025-09-21 16:45:00+02:00,,,,,,20.0,95.0,19.2,20.0,23.3,1007.2,1007.2
2025-09-21 16:50:00+02:00,,,,,,20.0,95.0,19.1,20.0,23.3,1007.2,1007.2
2025-09-21 16:55:00+02:00,,,,,,19.9,95.0,19.1,19.9,23.2,1007.2,1007.2
2025-09-21 17:00:00+02:00,,,,,,19.8,95.0,19.0,19.8,23.0,1007.3,1007.3
2025-09-21 17:05:00+02:00,,,,,,19.8,95.0,19.0,19.8,23.0,1007.3,1007.3
2025-09-21 17:10:00+02:00,,,,,,19.7,94.0,18.7,19.7,22.8,1007.5,1007.5
2025-09-21 17:15:00+02:00,,,,,,19.5,94.0,18.5,19.5,22.5,1007.5,1007.5
2025-09-21 17:20:00+02:00,,,,,,19.4,94.0,18.4,19.4,22.4,1007.3,1007.3
2025-09-21 17:25:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.3,1007.4,1007.4
2025-09-21 17:30:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.2,1007.4,1007.4
2025-09-21 17:35:00+02:00,,,,,,19.3,94.0,18.3,19.3,22.2,1007.6,1007.6
2025-09-21 17:40:00+02:00,,,,,,19.2,94.0,18.2,19.2,22.0,1007.7,1007.7
2025-09-21 17:45:00+02:00,,,,,,19.1,94.0,18.1,19.1,21.9,1007.7,1007.7
2025-09-21 17:50:00+02:00,,,,,,19.1,94.0,18.1,19.1,21.9,1007.6,1007.6
2025-09-21 17:55:00+02:00,,,,,,19.0,94.0,18.0,19.0,21.8,1007.7,1007.7
2025-09-21 18:00:00+02:00,,,,,,18.9,94.0,17.9,18.9,21.7,1007.8,1007.8
2025-09-21 18:05:00+02:00,,,,,,18.8,94.0,17.9,18.8,21.6,1007.9,1007.9
2025-09-21 18:10:00+02:00,,,,,,18.8,94.0,17.8,18.8,21.5,1008.0,1008.0
2025-09-21 18:15:00+02:00,,,,,,18.7,94.0,17.8,18.7,21.4,1008.1,1008.1
2025-09-21 18:20:00+02:00,,,,,,18.7,94.0,17.7,18.7,21.4,1008.2,1008.2
2025-09-21 18:25:00+02:00,,,,,,18.6,94.0,17.6,18.6,21.2,1008.3,1008.3
2025-09-21 18:30:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.1,1008.4,1008.4
2025-09-21 18:35:00+02:00,,,,,,18.5,94.0,17.5,18.5,21.0,1008.4,1008.4
2025-09-21 18:40:00+02:00,,,,,,18.4,94.0,17.4,18.4,20.9,1008.5,1008.5
2025-09-21 18:45:00+02:00,,,,,,18.3,94.0,17.3,18.3,20.8,1008.6,1008.6
2025-09-21 18:50:00+02:00,,,,,,18.3,94.0,17.3,18.3,20.8,1008.6,1008.6
2025-09-21 18:55:00+02:00,,,,,,18.2,94.0,17.2,18.2,20.7,1008.8,1008.8
2025-09-21 19:00:00+02:00,,,,,,18.2,94.0,17.2,18.2,20.6,1008.9,1008.9
2025-09-21 19:05:00+02:00,,,,,,18.1,94.0,17.1,18.1,20.5,1009.0,1009.0
2025-09-21 19:10:00+02:00,,,,,,18.0,94.0,17.0,18.0,20.4,1008.9,1008.9
2025-09-21 19:15:00+02:00,,,,,,18.0,94.0,17.0,18.0,20.4,1008.9,1008.9
2025-09-21 19:20:00+02:00,,,,,,18.0,94.0,17.0,18.0,20.3,1008.9,1008.9
2025-09-21 19:25:00+02:00,,,,,,17.9,94.0,16.9,17.9,20.2,1009.1,1009.1
2025-09-21 19:30:00+02:00,,,,,,17.9,94.0,16.9,17.8,20.2,1009.2,1009.2
2025-09-21 19:35:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.1,1009.2,1009.2
2025-09-21 19:40:00+02:00,,,,,,17.8,94.0,16.8,17.8,20.1,1009.3,1009.3
2025-09-21 19:45:00+02:00,,,,,,17.7,94.0,16.8,17.7,20.0,1009.3,1009.3
2025-09-21 19:50:00+02:00,,,,,,17.7,94.0,16.7,17.7,20.0,1009.4,1009.4
2025-09-21 19:55:00+02:00,,,,,,17.7,94.0,16.7,17.7,19.9,1009.5,1009.5
2025-09-21 20:00:00+02:00,,,,,,17.6,94.0,16.6,17.6,19.8,1009.6,1009.6
2025-09-21 20:05:00+02:00,,,,,,17.5,94.0,16.5,17.5,19.7,1009.6,1009.6
2025-09-21 20:10:00+02:00,,,,,,17.5,94.0,16.5,17.5,19.7,1009.5,1009.5
2025-09-21 20:15:00+02:00,,,,,,17.4,94.0,16.5,17.4,19.6,1009.6,1009.6
2025-09-21 20:20:00+02:00,,,,,,17.4,94.0,16.4,17.4,19.6,1009.7,1009.7
2025-09-21 20:25:00+02:00,,,,,,17.4,94.0,16.4,17.4,19.6,1009.6,1009.6
2025-09-21 20:30:00+02:00,,,,,,17.3,94.0,16.3,17.3,19.4,1009.6,1009.6
2025-09-21 20:35:00+02:00,,,,,,17.3,94.0,16.3,17.3,19.4,1009.6,1009.6
2025-09-21 20:40:00+02:00,,,,,,17.2,94.0,16.2,17.2,19.3,1009.6,1009.6
2025-09-21 20:45:00+02:00,,,,,,17.1,94.0,16.2,17.2,19.2,1009.6,1009.6
2025-09-21 20:50:00+02:00,,,,,,17.1,94.0,16.1,17.1,19.1,1009.6,1009.6
2025-09-21 20:55:00+02:00,,,,,,17.1,94.0,16.1,17.1,19.1,1009.7,1009.7
2025-09-21 21:00:00+02:00,,,,,,17.0,94.0,16.1,17.0,19.0,1009.6,1009.6
2025-09-21 21:05:00+02:00,,,,,,17.0,94.0,16.1,17.0,19.0,1009.8,1009.8
2025-09-21 21:10:00+02:00,,,,,,16.9,94.0,16.0,16.9,18.9,1010.0,1010.0
2025-09-21 21:15:00+02:00,,,,,,16.9,94.0,15.9,16.9,18.8,1009.8,1009.8
2025-09-21 21:20:00+02:00,,,,,,16.9,94.0,15.9,16.9,18.8,1009.8,1009.8
2025-09-21 21:25:00+02:00,,,,,,16.8,94.0,15.9,16.8,18.8,1010.1,1010.1
2025-09-21 21:30:00+02:00,,,,,,16.8,94.0,15.8,16.8,18.7,1010.0,1010.0
2025-09-21 21:35:00+02:00,,,,,,16.8,94.0,15.8,16.8,18.7,1010.1,1010.1
2025-09-21 21:40:00+02:00,,,,,,16.7,94.0,15.7,16.7,18.6,1010.3,1010.3
2025-09-21 21:45:00+02:00,,,,,,16.7,94.0,15.7,16.7,18.6,1010.3,1010.3
2025-09-21 21:50:00+02:00,,,,,,16.6,94.0,15.6,16.6,18.5,1010.4,1010.4
2025-09-21 21:55:00+02:00,,,,,,16.6,94.0,15.6,16.6,18.4,1010.4,1010.4
