datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2025-03-01 01:00:00+01:00,,,,,,5.8,75.0,1014.1,1014.1
2025-03-01 01:05:00+01:00,,,,,,5.8,75.0,1014.1,1014.1
2025-03-01 01:10:00+01:00,,,,,,5.8,75.0,1014.1,1014.1
2025-03-01 01:15:00+01:00,,,,,,5.7,75.0,1014.3,1014.3
2025-03-01 01:20:00+01:00,,,,,,5.7,75.0,1014.2,1014.2
2025-03-01 01:25:00+01:00,,,,,,5.7,75.0,1014.3,1014.3
2025-03-01 01:30:00+01:00,,,,,,5.7,75.0,1014.5,1014.5
2025-03-01 01:35:00+01:00,,,,,,5.7,75.0,1014.5,1014.5
2025-03-01 01:40:00+01:00,,,,,,5.7,75.0,1014.5,1014.5
2025-03-01 01:45:00+01:00,,,,,,5.7,75.0,1014.4,1014.4
2025-03-01 01:50:00+01:00,,,,,,5.7,75.0,1014.5,1014.5
2025-03-01 01:55:00+01:00,,,,,,5.7,75.0,1014.5,1014.5
2025-03-01 02:00:00+01:00,,,,,,5.6,75.0,1014.5,1014.5
2025-03-01 02:05:00+01:00,,,,,,5.6,75.0,1014.5,1014.5
2025-03-01 02:10:00+01:00,,,,,,5.6,75.0,1014.4,1014.4
2025-03-01 02:15:00+01:00,,,,,,5.6,75.0,1014.3,1014.3
2025-03-01 02:20:00+01:00,,,,,,5.6,75.0,1014.4,1014.4
2025-03-01 02:25:00+01:00,,,,,,5.6,75.0,1014.3,1014.3
2025-03-01 02:30:00+01:00,,,,,,5.6,75.0,1014.5,1014.5
2025-03-01 02:35:00+01:00,,,,,,5.6,75.0,1014.4,1014.4
2025-03-01 02:40:00+01:00,,,,,,5.5,75.0,1014.4,1014.4
2025-03-01 02:45:00+01:00,,,,,,5.5,75.0,1014.4,1014.4
2025-03-01 02:50:00+01:00,,,,,,5.5,75.0,1014.5,1014.5
2025-03-01 02:55:00+01:00,,,,,,5.5,75.0,1014.5,1014.5
2025-03-01 03:00:00+01:00,,,,,,5.5,75.0,1014.4,1014.4
2025-03-01 03:05:00+01:00,,,,,,5.5,75.0,1014.4,1014.4
2025-03-01 03:10:00+01:00,,,,,,5.5,75.0,1014.4,1014.4
